3755 GB2312-80 level-1 Chinese characters
Character	GB code	Unicode
Ò£	0xa3d2	0x9065
Ò¤	0xa4d2	0x7a91
Ò¥	0xa5d2	0x8c23
Ò¦	0xa6d2	0x59da
Ò§	0xa7d2	0x54ac
Ò¨	0xa8d2	0x8200
Ò©	0xa9d2	0x836f
Òª	0xaad2	0x8981
Ò«	0xabd2	0x8000
Ò¬	0xacd2	0x6930
Ò­	0xadd2	0x564e
Ò®	0xaed2	0x8036
Ò¯	0xafd2	0x7237
Ò°	0xb0d2	0x91ce
Ò±	0xb1d2	0x51b6
Ò²	0xb2d2	0x4e5f
Ò³	0xb3d2	0x9875
Ò´	0xb4d2	0x6396
Òµ	0xb5d2	0x4e1a
Ò¶	0xb6d2	0x53f6
Ò·	0xb7d2	0x66f3
Ò¸	0xb8d2	0x814b
Ò¹	0xb9d2	0x591c
Òº	0xbad2	0x6db2
Ò»	0xbbd2	0x4e00
Ò¼	0xbcd2	0x58f9
Ò½	0xbdd2	0x533b
Ò¾	0xbed2	0x63d6
Ò¿	0xbfd2	0x94f1
ÒÀ	0xc0d2	0x4f9d
ÒÁ	0xc1d2	0x4f0a
ÒÂ	0xc2d2	0x8863
ÒÃ	0xc3d2	0x9890
ÒÄ	0xc4d2	0x5937
ÒÅ	0xc5d2	0x9057
ÒÆ	0xc6d2	0x79fb
ÒÇ	0xc7d2	0x4eea
ÒÈ	0xc8d2	0x80f0
ÒÉ	0xc9d2	0x7591
ÒÊ	0xcad2	0x6c82
ÒË	0xcbd2	0x5b9c
ÒÌ	0xccd2	0x59e8
ÒÍ	0xcdd2	0x5f5d
ÒÎ	0xced2	0x6905
ÒÏ	0xcfd2	0x8681
ÒÐ	0xd0d2	0x501a
ÒÑ	0xd1d2	0x5df2
ÒÒ	0xd2d2	0x4e59
ÒÓ	0xd3d2	0x77e3
ÒÔ	0xd4d2	0x4ee5
ÒÕ	0xd5d2	0x827a
ÒÖ	0xd6d2	0x6291
Ò×	0xd7d2	0x6613
ÒØ	0xd8d2	0x9091
ÒÙ	0xd9d2	0x5c79
ÒÚ	0xdad2	0x4ebf
ÒÛ	0xdbd2	0x5f79
ÒÜ	0xdcd2	0x81c6
ÒÝ	0xddd2	0x9038
ÒÞ	0xded2	0x8084
Òß	0xdfd2	0x75ab
Òà	0xe0d2	0x4ea6
Òá	0xe1d2	0x88d4
Òâ	0xe2d2	0x610f
Òã	0xe3d2	0x6bc5
Òä	0xe4d2	0x5fc6
Òå	0xe5d2	0x4e49
Òæ	0xe6d2	0x76ca
Òç	0xe7d2	0x6ea2
Òè	0xe8d2	0x8be3
Òé	0xe9d2	0x8bae
Òê	0xead2	0x8c0a
Òë	0xebd2	0x8bd1
Òì	0xecd2	0x5f02
Òí	0xedd2	0x7ffc
Òî	0xeed2	0x7fcc
Òï	0xefd2	0x7ece
Òð	0xf0d2	0x8335
Òñ	0xf1d2	0x836b
Òò	0xf2d2	0x56e0
Òó	0xf3d2	0x6bb7
Òô	0xf4d2	0x97f3
Òõ	0xf5d2	0x9634
Òö	0xf6d2	0x59fb
Ò÷	0xf7d2	0x541f
Òø	0xf8d2	0x94f6
Òù	0xf9d2	0x6deb
Òú	0xfad2	0x5bc5
Òû	0xfbd2	0x996e
Òü	0xfcd2	0x5c39
Òý	0xfdd2	0x5f15
Òþ	0xfed2	0x9690
Ó¡	0xa1d3	0x5370
Ó¢	0xa2d3	0x82f1
Ó£	0xa3d3	0x6a31
Ó¤	0xa4d3	0x5a74
Ó¥	0xa5d3	0x9e70
Ó¦	0xa6d3	0x5e94
Ó§	0xa7d3	0x7f28
Ó¨	0xa8d3	0x83b9
Ó©	0xa9d3	0x8424
Óª	0xaad3	0x8425
Ó«	0xabd3	0x8367
Ó¬	0xacd3	0x8747
Ó­	0xadd3	0x8fce
Ó®	0xaed3	0x8d62
Ó¯	0xafd3	0x76c8
Ó°	0xb0d3	0x5f71
Ó±	0xb1d3	0x9896
Ó²	0xb2d3	0x786c
Ó³	0xb3d3	0x6620
Ó´	0xb4d3	0x54df
Óµ	0xb5d3	0x62e5
Ó¶	0xb6d3	0x4f63
Ó·	0xb7d3	0x81c3
Ó¸	0xb8d3	0x75c8
Ó¹	0xb9d3	0x5eb8
Óº	0xbad3	0x96cd
Ó»	0xbbd3	0x8e0a
Ó¼	0xbcd3	0x86f9
Ó½	0xbdd3	0x548f
Ó¾	0xbed3	0x6cf3
Ó¿	0xbfd3	0x6d8c
ÓÀ	0xc0d3	0x6c38
ÓÁ	0xc1d3	0x607f
ÓÂ	0xc2d3	0x52c7
ÓÃ	0xc3d3	0x7528
ÓÄ	0xc4d3	0x5e7d
ÓÅ	0xc5d3	0x4f18
ÓÆ	0xc6d3	0x60a0
ÓÇ	0xc7d3	0x5fe7
ÓÈ	0xc8d3	0x5c24
ÓÉ	0xc9d3	0x7531
ÓÊ	0xcad3	0x90ae
ÓË	0xcbd3	0x94c0
ÓÌ	0xccd3	0x72b9
ÓÍ	0xcdd3	0x6cb9
ÓÎ	0xced3	0x6e38
ÓÏ	0xcfd3	0x9149
ÓÐ	0xd0d3	0x6709
ÓÑ	0xd1d3	0x53cb
ÓÒ	0xd2d3	0x53f3
ÓÓ	0xd3d3	0x4f51
ÓÔ	0xd4d3	0x91c9
ÓÕ	0xd5d3	0x8bf1
ÓÖ	0xd6d3	0x53c8
Ó×	0xd7d3	0x5e7c
ÓØ	0xd8d3	0x8fc2
ÓÙ	0xd9d3	0x6de4
ÓÚ	0xdad3	0x4e8e
ÓÛ	0xdbd3	0x76c2
ÓÜ	0xdcd3	0x6986
ÓÝ	0xddd3	0x865e
ÓÞ	0xded3	0x611a
Óß	0xdfd3	0x8206
Óà	0xe0d3	0x4f59
Óá	0xe1d3	0x4fde
Óâ	0xe2d3	0x903e
Óã	0xe3d3	0x9c7c
Óä	0xe4d3	0x6109
Óå	0xe5d3	0x6e1d
Óæ	0xe6d3	0x6e14
Óç	0xe7d3	0x9685
Óè	0xe8d3	0x4e88
Óé	0xe9d3	0x5a31
Óê	0xead3	0x96e8
Óë	0xebd3	0x4e0e
Óì	0xecd3	0x5c7f
Óí	0xedd3	0x79b9
Óî	0xeed3	0x5b87
Óï	0xefd3	0x8bed
Óð	0xf0d3	0x7fbd
Óñ	0xf1d3	0x7389
Óò	0xf2d3	0x57df
Óó	0xf3d3	0x828b
Óô	0xf4d3	0x90c1
Óõ	0xf5d3	0x5401
Óö	0xf6d3	0x9047
Ó÷	0xf7d3	0x55bb
Óø	0xf8d3	0x5cea
Óù	0xf9d3	0x5fa1
Óú	0xfad3	0x6108
Óû	0xfbd3	0x6b32
Óü	0xfcd3	0x72f1
Óý	0xfdd3	0x80b2
Óþ	0xfed3	0x8a89
Ô¡	0xa1d4	0x6d74
Ô¢	0xa2d4	0x5bd3
Ô£	0xa3d4	0x88d5
Ô¤	0xa4d4	0x9884
Ô¥	0xa5d4	0x8c6b
Ô¦	0xa6d4	0x9a6d
Ô§	0xa7d4	0x9e33
Ô¨	0xa8d4	0x6e0a
Ô©	0xa9d4	0x51a4
Ôª	0xaad4	0x5143
Ô«	0xabd4	0x57a3
Ô¬	0xacd4	0x8881
Ô­	0xadd4	0x539f
Ô®	0xaed4	0x63f4
Ô¯	0xafd4	0x8f95
Ô°	0xb0d4	0x56ed
Ô±	0xb1d4	0x5458
Ô²	0xb2d4	0x5706
Ô³	0xb3d4	0x733f
Ô´	0xb4d4	0x6e90
Ôµ	0xb5d4	0x7f18
Ô¶	0xb6d4	0x8fdc
Ô·	0xb7d4	0x82d1
Ô¸	0xb8d4	0x613f
Ô¹	0xb9d4	0x6028
Ôº	0xbad4	0x9662
Ô»	0xbbd4	0x66f0
Ô¼	0xbcd4	0x7ea6
Ô½	0xbdd4	0x8d8a
Ô¾	0xbed4	0x8dc3
Ô¿	0xbfd4	0x94a5
ÔÀ	0xc0d4	0x5cb3
ÔÁ	0xc1d4	0x7ca4
ÔÂ	0xc2d4	0x6708
ÔÃ	0xc3d4	0x60a6
ÔÄ	0xc4d4	0x9605
ÔÅ	0xc5d4	0x8018
ÔÆ	0xc6d4	0x4e91
ÔÇ	0xc7d4	0x90e7
ÔÈ	0xc8d4	0x5300
ÔÉ	0xc9d4	0x9668
ÔÊ	0xcad4	0x5141
ÔË	0xcbd4	0x8fd0
ÔÌ	0xccd4	0x8574
ÔÍ	0xcdd4	0x915d
ÔÎ	0xced4	0x6655
ÔÏ	0xcfd4	0x97f5
ÔÐ	0xd0d4	0x5b55
ÔÑ	0xd1d4	0x531d
ÔÒ	0xd2d4	0x7838
ÔÓ	0xd3d4	0x6742
ÔÔ	0xd4d4	0x683d
ÔÕ	0xd5d4	0x54c9
ÔÖ	0xd6d4	0x707e
Ô×	0xd7d4	0x5bb0
ÔØ	0xd8d4	0x8f7d
ÔÙ	0xd9d4	0x518d
ÔÚ	0xdad4	0x5728
ÔÛ	0xdbd4	0x54b1
ÔÜ	0xdcd4	0x6512
ÔÝ	0xddd4	0x6682
ÔÞ	0xded4	0x8d5e
Ôß	0xdfd4	0x8d43
Ôà	0xe0d4	0x810f
Ôá	0xe1d4	0x846c
Ôâ	0xe2d4	0x906d
Ôã	0xe3d4	0x7cdf
Ôä	0xe4d4	0x51ff
Ôå	0xe5d4	0x85fb
Ôæ	0xe6d4	0x67a3
Ôç	0xe7d4	0x65e9
Ôè	0xe8d4	0x6fa1
Ôé	0xe9d4	0x86a4
Ôê	0xead4	0x8e81
Ôë	0xebd4	0x566a
Ôì	0xecd4	0x9020
Ôí	0xedd4	0x7682
Ôî	0xeed4	0x7076
Ôï	0xefd4	0x71e5
Ôð	0xf0d4	0x8d23
Ôñ	0xf1d4	0x62e9
Ôò	0xf2d4	0x5219
Ôó	0xf3d4	0x6cfd
Ôô	0xf4d4	0x8d3c
Ôõ	0xf5d4	0x600e
Ôö	0xf6d4	0x589e
Ô÷	0xf7d4	0x618e
Ôø	0xf8d4	0x66fe
Ôù	0xf9d4	0x8d60
Ôú	0xfad4	0x624e
Ôû	0xfbd4	0x55b3
Ôü	0xfcd4	0x6e23
Ôý	0xfdd4	0x672d
Ôþ	0xfed4	0x8f67
Õ¡	0xa1d5	0x94e1
Õ¢	0xa2d5	0x95f8
Õ£	0xa3d5	0x7728
Õ¤	0xa4d5	0x6805
Õ¥	0xa5d5	0x69a8
Õ¦	0xa6d5	0x548b
Õ§	0xa7d5	0x4e4d
Õ¨	0xa8d5	0x70b8
Õ©	0xa9d5	0x8bc8
Õª	0xaad5	0x6458
Õ«	0xabd5	0x658b
Õ¬	0xacd5	0x5b85
Õ­	0xadd5	0x7a84
Õ®	0xaed5	0x503a
Õ¯	0xafd5	0x5be8
Õ°	0xb0d5	0x77bb
Õ±	0xb1d5	0x6be1
Õ²	0xb2d5	0x8a79
Õ³	0xb3d5	0x7c98
Õ´	0xb4d5	0x6cbe
Õµ	0xb5d5	0x76cf
Õ¶	0xb6d5	0x65a9
Õ·	0xb7d5	0x8f97
Õ¸	0xb8d5	0x5d2d
Õ¹	0xb9d5	0x5c55
Õº	0xbad5	0x8638
Õ»	0xbbd5	0x6808
Õ¼	0xbcd5	0x5360
Õ½	0xbdd5	0x6218
Õ¾	0xbed5	0x7ad9
Õ¿	0xbfd5	0x6e5b
ÕÀ	0xc0d5	0x7efd
ÕÁ	0xc1d5	0x6a1f
ÕÂ	0xc2d5	0x7ae0
ÕÃ	0xc3d5	0x5f70
ÕÄ	0xc4d5	0x6f33
ÕÅ	0xc5d5	0x5f20
ÕÆ	0xc6d5	0x638c
ÕÇ	0xc7d5	0x6da8
ÕÈ	0xc8d5	0x6756
ÕÉ	0xc9d5	0x4e08
ÕÊ	0xcad5	0x5e10
ÕË	0xcbd5	0x8d26
ÕÌ	0xccd5	0x4ed7
ÕÍ	0xcdd5	0x80c0
ÕÎ	0xced5	0x7634
ÕÏ	0xcfd5	0x969c
ÕÐ	0xd0d5	0x62db
ÕÑ	0xd1d5	0x662d
ÕÒ	0xd2d5	0x627e
ÕÓ	0xd3d5	0x6cbc
ÕÔ	0xd4d5	0x8d75
ÕÕ	0xd5d5	0x7167
ÕÖ	0xd6d5	0x7f69
Õ×	0xd7d5	0x5146
ÕØ	0xd8d5	0x8087
ÕÙ	0xd9d5	0x53ec
ÕÚ	0xdad5	0x906e
ÕÛ	0xdbd5	0x6298
ÕÜ	0xdcd5	0x54f2
ÕÝ	0xddd5	0x86f0
ÕÞ	0xded5	0x8f99
Õß	0xdfd5	0x8005
Õà	0xe0d5	0x9517
Õá	0xe1d5	0x8517
Õâ	0xe2d5	0x8fd9
Õã	0xe3d5	0x6d59
Õä	0xe4d5	0x73cd
Õå	0xe5d5	0x659f
Õæ	0xe6d5	0x771f
Õç	0xe7d5	0x7504
Õè	0xe8d5	0x7827
Õé	0xe9d5	0x81fb
Õê	0xead5	0x8d1e
Õë	0xebd5	0x9488
Õì	0xecd5	0x4fa6
Õí	0xedd5	0x6795
Õî	0xeed5	0x75b9
Õï	0xefd5	0x8bca
Õð	0xf0d5	0x9707
Õñ	0xf1d5	0x632f
Õò	0xf2d5	0x9547
Õó	0xf3d5	0x9635
Õô	0xf4d5	0x84b8
Õõ	0xf5d5	0x6323
Õö	0xf6d5	0x7741
Õ÷	0xf7d5	0x5f81
Õø	0xf8d5	0x72f0
Õù	0xf9d5	0x4e89
Õú	0xfad5	0x6014
Õû	0xfbd5	0x6574
Õü	0xfcd5	0x62ef
Õý	0xfdd5	0x6b63
Õþ	0xfed5	0x653f
Ö¡	0xa1d6	0x5e27
Ö¢	0xa2d6	0x75c7
Ö£	0xa3d6	0x90d1
Ö¤	0xa4d6	0x8bc1
Ö¥	0xa5d6	0x829d
Ö¦	0xa6d6	0x679d
Ö§	0xa7d6	0x652f
Ö¨	0xa8d6	0x5431
Ö©	0xa9d6	0x8718
Öª	0xaad6	0x77e5
Ö«	0xabd6	0x80a2
Ö¬	0xacd6	0x8102
Ö­	0xadd6	0x6c41
Ö®	0xaed6	0x4e4b
Ö¯	0xafd6	0x7ec7
Ö°	0xb0d6	0x804c
Ö±	0xb1d6	0x76f4
Ö²	0xb2d6	0x690d
Ö³	0xb3d6	0x6b96
Ö´	0xb4d6	0x6267
Öµ	0xb5d6	0x503c
Ö¶	0xb6d6	0x4f84
Ö·	0xb7d6	0x5740
Ö¸	0xb8d6	0x6307
Ö¹	0xb9d6	0x6b62
Öº	0xbad6	0x8dbe
Ö»	0xbbd6	0x53ea
Ö¼	0xbcd6	0x65e8
Ö½	0xbdd6	0x7eb8
Ö¾	0xbed6	0x5fd7
Ö¿	0xbfd6	0x631a
ÖÀ	0xc0d6	0x63b7
ÖÁ	0xc1d6	0x81f3
ÖÂ	0xc2d6	0x81f4
ÖÃ	0xc3d6	0x7f6e
ÖÄ	0xc4d6	0x5e1c
ÖÅ	0xc5d6	0x5cd9
ÖÆ	0xc6d6	0x5236
ÖÇ	0xc7d6	0x667a
ÖÈ	0xc8d6	0x79e9
ÖÉ	0xc9d6	0x7a1a
ÖÊ	0xcad6	0x8d28
ÖË	0xcbd6	0x7099
ÖÌ	0xccd6	0x75d4
ÖÍ	0xcdd6	0x6ede
ÖÎ	0xced6	0x6cbb
ÖÏ	0xcfd6	0x7a92
ÖÐ	0xd0d6	0x4e2d
ÖÑ	0xd1d6	0x76c5
ÖÒ	0xd2d6	0x5fe0
ÖÓ	0xd3d6	0x949f
ÖÔ	0xd4d6	0x8877
ÖÕ	0xd5d6	0x7ec8
ÖÖ	0xd6d6	0x79cd
Ö×	0xd7d6	0x80bf
ÖØ	0xd8d6	0x91cd
ÖÙ	0xd9d6	0x4ef2
ÖÚ	0xdad6	0x4f17
ÖÛ	0xdbd6	0x821f
ÖÜ	0xdcd6	0x5468
ÖÝ	0xddd6	0x5dde
ÖÞ	0xded6	0x6d32
Öß	0xdfd6	0x8bcc
Öà	0xe0d6	0x7ca5
Öá	0xe1d6	0x8f74
Öâ	0xe2d6	0x8098
Öã	0xe3d6	0x5e1a
Öä	0xe4d6	0x5492
Öå	0xe5d6	0x76b1
Öæ	0xe6d6	0x5b99
Öç	0xe7d6	0x663c
Öè	0xe8d6	0x9aa4
Öé	0xe9d6	0x73e0
Öê	0xead6	0x682a
Öë	0xebd6	0x86db
Öì	0xecd6	0x6731
Öí	0xedd6	0x732a
Öî	0xeed6	0x8bf8
Öï	0xefd6	0x8bdb
Öð	0xf0d6	0x9010
Öñ	0xf1d6	0x7af9
Öò	0xf2d6	0x70db
Öó	0xf3d6	0x716e
Öô	0xf4d6	0x62c4
Öõ	0xf5d6	0x77a9
Öö	0xf6d6	0x5631
Ö÷	0xf7d6	0x4e3b
Öø	0xf8d6	0x8457
Öù	0xf9d6	0x67f1
Öú	0xfad6	0x52a9
Öû	0xfbd6	0x86c0
Öü	0xfcd6	0x8d2e
Öý	0xfdd6	0x94f8
Öþ	0xfed6	0x7b51
×¡	0xa1d7	0x4f4f
×¢	0xa2d7	0x6ce8
×£	0xa3d7	0x795d
×¤	0xa4d7	0x9a7b
×¥	0xa5d7	0x6293
×¦	0xa6d7	0x722a
×§	0xa7d7	0x62fd
×¨	0xa8d7	0x4e13
×©	0xa9d7	0x7816
×ª	0xaad7	0x8f6c
×«	0xabd7	0x64b0
×¬	0xacd7	0x8d5a
×­	0xadd7	0x7bc6
×®	0xaed7	0x6869
×¯	0xafd7	0x5e84
×°	0xb0d7	0x88c5
×±	0xb1d7	0x5986
×²	0xb2d7	0x649e
×³	0xb3d7	0x58ee
×´	0xb4d7	0x72b6
×µ	0xb5d7	0x690e
×¶	0xb6d7	0x9525
×·	0xb7d7	0x8ffd
×¸	0xb8d7	0x8d58
×¹	0xb9d7	0x5760
×º	0xbad7	0x7f00
×»	0xbbd7	0x8c06
×¼	0xbcd7	0x51c6
×½	0xbdd7	0x6349
×¾	0xbed7	0x62d9
×¿	0xbfd7	0x5353
×À	0xc0d7	0x684c
×Á	0xc1d7	0x7422
×Â	0xc2d7	0x8301
×Ã	0xc3d7	0x914c
×Ä	0xc4d7	0x5544
×Å	0xc5d7	0x7740
×Æ	0xc6d7	0x707c
×Ç	0xc7d7	0x6d4a
×È	0xc8d7	0x5179
×É	0xc9d7	0x54a8
×Ê	0xcad7	0x8d44
×Ë	0xcbd7	0x59ff
×Ì	0xccd7	0x6ecb
×Í	0xcdd7	0x6dc4
×Î	0xced7	0x5b5c
×Ï	0xcfd7	0x7d2b
×Ð	0xd0d7	0x4ed4
×Ñ	0xd1d7	0x7c7d
×Ò	0xd2d7	0x6ed3
×Ó	0xd3d7	0x5b50
×Ô	0xd4d7	0x81ea
×Õ	0xd5d7	0x6e0d
×Ö	0xd6d7	0x5b57
××	0xd7d7	0x9b03
×Ø	0xd8d7	0x68d5
×Ù	0xd9d7	0x8e2a
×Ú	0xdad7	0x5b97
×Û	0xdbd7	0x7efc
×Ü	0xdcd7	0x603b
×Ý	0xddd7	0x7eb5
×Þ	0xded7	0x90b9
×ß	0xdfd7	0x8d70
×à	0xe0d7	0x594f
×á	0xe1d7	0x63cd
×â	0xe2d7	0x79df
×ã	0xe3d7	0x8db3
×ä	0xe4d7	0x5352
×å	0xe5d7	0x65cf
×æ	0xe6d7	0x7956
×ç	0xe7d7	0x8bc5
×è	0xe8d7	0x963b
×é	0xe9d7	0x7ec4
×ê	0xead7	0x94bb
×ë	0xebd7	0x7e82
×ì	0xecd7	0x5634
×í	0xedd7	0x9189
×î	0xeed7	0x6700
×ï	0xefd7	0x7f6a
×ð	0xf0d7	0x5c0a
×ñ	0xf1d7	0x9075
×ò	0xf2d7	0x6628
×ó	0xf3d7	0x5de6
×ô	0xf4d7	0x4f50
×õ	0xf5d7	0x67de
×ö	0xf6d7	0x505a
×÷	0xf7d7	0x4f5c
×ø	0xf8d7	0x5750
×ù	0xf9d7	0x5ea7
